Meas Num,Data Quality,Item,Series,Time Stamp,Date,Time (s),Measurement ID,Image,Bubble Detection,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,RMS Error,Number Unfiltered Peaks (I),Number Filtered Peaks (I),Pre-correction Internal Standard Rh (I) (nm),Internal Standard Viscosity (I) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Peak Num,Peak Radius (nm) (I),Peak Diameter (nm) (I),Peak Diffusion Coefficient (cm²/s) (I),Peak Mw-R (kDa) (I),Peak %Pd (I),Peak Pd (nm) (I),Peak Pd Index (I),Peak %Intensity (I),Peak %Mass (I),Peak %Number (I),Peak Particle Concentration (1/mL) (I),
23,,B11 ,,15:46:47,2026-03-20,1948,23,View,--,802743,7.61142e+06,5,5,0,100,9.96147,24.9945,56.056,24,25,0,B11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,11,2026-Mar-20 15:12:34,1.20392,0.270136,2.04317e-06,2.40783,0.687191,57.0796,0.570796,5.19705,1.09643,565.704,--,2.87518e-05,102934,0.632144,0.767695,923.414,1202.02,0.000440731,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887347,Aqueous,2,1.62489,3.24977,1.51383e-06,10.4824,5.48021,0.0890471,0.0548021,17.4467,2.50398,0.213407,--,
23,,B11 ,,15:46:47,2026-03-20,1948,23,View,--,802743,7.61142e+06,5,5,0,100,9.96147,24.9945,56.056,24,25,0,B11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,11,2026-Mar-20 15:12:34,1.20392,0.270136,2.04317e-06,2.40783,0.687191,57.0796,0.570796,5.19705,1.09643,565.704,--,2.87518e-05,102934,0.632144,0.767695,923.414,1202.02,0.000440731,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887347,Aqueous,3,63.905,127.81,3.84915e-08,56463.6,3.85175,2.46146,0.0385175,3.83702,3.87253e-05,5.21468e-11,--,
23,,B11 ,,15:46:47,2026-03-20,1948,23,View,--,802743,7.61142e+06,5,5,0,100,9.96147,24.9945,56.056,24,25,0,B11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,11,2026-Mar-20 15:12:34,1.20392,0.270136,2.04317e-06,2.40783,0.687191,57.0796,0.570796,5.19705,1.09643,565.704,--,2.87518e-05,102934,0.632144,0.767695,923.414,1202.02,0.000440731,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887347,Aqueous,4,968.348,1936.7,2.5402e-09,3.26509e+07,3.71367,35.9613,0.0371367,19.7905,0.00699572,2.69065e-12,--,
24,,B12 ,,15:48:03,2026-03-20,2024,24,View,--,952849,4.16902e+06,5,5,0,100,9.96147,24.9935,36.5126,36,25,0,B12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,12,2026-Mar-20 15:12:34,1.01376,0.293387,2.42635e-06,2.02751,0.578649,57.0796,0.570796,3.47586,1.03911,553.147,--,0.00126987,122239,0.695286,0.972758,2444.98,2512.74,0.000747972,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887368,Aqueous,1,0.903804,1.80761,2.72153e-06,2.65706,17.961,0.162332,0.17961,67.9848,99.9399,99.9999,--,
24,,B12 ,,15:48:03,2026-03-20,2024,24,View,--,952849,4.16902e+06,5,5,0,100,9.96147,24.9935,36.5126,36,25,0,B12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,12,2026-Mar-20 15:12:34,1.01376,0.293387,2.42635e-06,2.02751,0.578649,57.0796,0.570796,3.47586,1.03911,553.147,--,0.00126987,122239,0.695286,0.972758,2444.98,2512.74,0.000747972,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887368,Aqueous,2,5.34416,10.6883,4.60266e-07,169.93,4.97704,0.265981,0.0497704,4.11918,0.0246826,7.77613e-05,--,
24,,B12 ,,15:48:03,2026-03-20,2024,24,View,--,952849,4.16902e+06,5,5,0,100,9.96147,24.9935,36.5126,36,25,0,B12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,12,2026-Mar-20 15:12:34,1.01376,0.293387,2.42635e-06,2.02751,0.578649,57.0796,0.570796,3.47586,1.03911,553.147,--,0.00126987,122239,0.695286,0.972758,2444.98,2512.74,0.000747972,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887368,Aqueous,3,2475.11,4950.22,9.93786e-10,2.93435e+08,8.04934,199.23,0.0804934,27.896,0.035385,1.08782e-12,--,
25,,C1 ,,15:49:50,2026-03-20,2131,25,View,--,1.15697e+06,2.89242e+08,5,5,0,100,9.96147,25.0012,98,20,25,0,C1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,1,2026-Mar-20 15:12:34,72.1014,0.482348,3.41218e-08,144.203,26.1816,36.3121,0.363121,74885,1.01488,13.7248,--,1109.67,1020.98,53.1628,61.072,72.1312,0.310591,0.000728813,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887211,Aqueous,1,62.9924,125.985,3.9056e-08,54595,9.50387,5.98671,0.0950387,91.963,3.91491,99.9993,--,
25,,C1 ,,15:49:50,2026-03-20,2131,25,View,--,1.15697e+06,2.89242e+08,5,5,0,100,9.96147,25.0012,98,20,25,0,C1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,1,2026-Mar-20 15:12:34,72.1014,0.482348,3.41218e-08,144.203,26.1816,36.3121,0.363121,74885,1.01488,13.7248,--,1109.67,1020.98,53.1628,61.072,72.1312,0.310591,0.000728813,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887211,Aqueous,2,9710.36,19420.7,2.53361e-10,7.18641e+09,12.3832,1202.46,0.123832,8.03696,96.0851,0.000676811,--,
26,,C2 ,,15:51:00,2026-03-20,2201,26,View,--,842728,6.10674e+08,5,5,0,100,9.96147,25.0027,99.08,15,25,0,C2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,2,2026-Mar-20 15:12:34,71.3771,0.568079,3.44694e-08,142.754,9.09906,12.7479,0.127479,73136.8,0.999726,4.27192,--,1381.09,500.944,59.4396,72.5585,88.0558,0.394387,0.000859493,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887181,Aqueous,1,9.42218,18.8444,2.61121e-07,640.47,3.9852,0.375493,0.039852,1.68037,42.3397,99.7752,--,
26,,C2 ,,15:51:00,2026-03-20,2201,26,View,--,842728,6.10674e+08,5,5,0,100,9.96147,25.0027,99.08,15,25,0,C2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,2,2026-Mar-20 15:12:34,71.3771,0.568079,3.44694e-08,142.754,9.09906,12.7479,0.127479,73136.8,0.999726,4.27192,--,1381.09,500.944,59.4396,72.5585,88.0558,0.394387,0.000859493,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887181,Aqueous,2,76.5008,153.002,3.21608e-08,86016.3,13.9438,10.6671,0.139438,98.3196,57.6603,0.224834,--,
27,,C3 ,,15:52:10,2026-03-20,2271,27,View,--,1.08678e+06,1.86348e+07,5,5,0,100,9.96147,25.0081,70.84,20,25,0,C3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,3,2026-Mar-20 15:12:34,3.33835,0.207355,7.37093e-07,6.6767,0.844652,25.3015,0.253015,56.5118,1.00081,0.937764,--,28039.9,16407.3,2.34375,3.24643,5.17647,0.872565,0.000234625,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887071,Aqueous,1,3.32478,6.64957,7.40101e-07,55.9759,21.7485,0.723092,0.217485,90.0394,99.8892,100,--,
27,,C3 ,,15:52:10,2026-03-20,2271,27,View,--,1.08678e+06,1.86348e+07,5,5,0,100,9.96147,25.0081,70.84,20,25,0,C3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,3,2026-Mar-20 15:12:34,3.33835,0.207355,7.37093e-07,6.6767,0.844652,25.3015,0.253015,56.5118,1.00081,0.937764,--,28039.9,16407.3,2.34375,3.24643,5.17647,0.872565,0.000234625,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887071,Aqueous,2,528.037,1056.07,4.66004e-09,7.90077e+06,12.4229,65.5974,0.124229,9.96061,0.110802,1.55579e-08,--,
28,,C4 ,,15:53:16,2026-03-20,2337,28,View,--,1.02334e+06,1.7547e+07,5,5,0,100,9.96147,25.0092,70.84,20,25,0,C4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,4,2026-Mar-20 15:12:34,3.44004,0.260318,7.15325e-07,6.88008,0.868672,25.2518,0.252518,60.622,1.00153,1.12317,--,27222.7,15900.1,2.3996,3.30916,4.65479,0.681502,0.000206541,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887049,Aqueous,1,3.43588,6.87176,7.16191e-07,60.4506,21.825,0.74988,0.21825,94.0045,99.9313,100,--,
28,,C4 ,,15:53:16,2026-03-20,2337,28,View,--,1.02334e+06,1.7547e+07,5,5,0,100,9.96147,25.0092,70.84,20,25,0,C4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,4,2026-Mar-20 15:12:34,3.44004,0.260318,7.15325e-07,6.88008,0.868672,25.2518,0.252518,60.622,1.00153,1.12317,--,27222.7,15900.1,2.3996,3.30916,4.65479,0.681502,0.000206541,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887049,Aqueous,2,505.313,1010.63,4.86975e-09,7.12804e+06,13.9981,70.7343,0.139981,5.99553,0.0687125,1.20249e-08,--,
29,,C5 ,,15:54:23,2026-03-20,2404,29,View,--,847669,8.07488e+06,5,5,0,100,9.96147,25.0076,47.512,20,25,0,C5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,5,2026-Mar-20 15:12:34,425.606,0.135104,5.78151e-09,851.213,242.935,57.0796,0.570796,4.77015e+06,1.07202,923.772,--,5.8016e-06,291.27,0.854856,736.916,891.871,1.20911,0.0020053,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887081,Aqueous,1,0.935991,1.87198,2.62892e-06,2.88376,14.9021,0.139482,0.149021,25.615,99.9172,100,--,
29,,C5 ,,15:54:23,2026-03-20,2404,29,View,--,847669,8.07488e+06,5,5,0,100,9.96147,25.0076,47.512,20,25,0,C5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,5,2026-Mar-20 15:12:34,425.606,0.135104,5.78151e-09,851.213,242.935,57.0796,0.570796,4.77015e+06,1.07202,923.772,--,5.8016e-06,291.27,0.854856,736.916,891.871,1.20911,0.0020053,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887081,Aqueous,2,51.7793,103.559,4.75218e-08,34511.4,5.32796,2.75878,0.0532796,14.4543,0.000735813,3.14593e-09,--,
29,,C5 ,,15:54:23,2026-03-20,2404,29,View,--,847669,8.07488e+06,5,5,0,100,9.96147,25.0076,47.512,20,25,0,C5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,5,2026-Mar-20 15:12:34,425.606,0.135104,5.78151e-09,851.213,242.935,57.0796,0.570796,4.77015e+06,1.07202,923.772,--,5.8016e-06,291.27,0.854856,736.916,891.871,1.20911,0.0020053,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887081,Aqueous,3,846.117,1692.23,2.90816e-09,2.38111e+07,8.88675,75.1923,0.0888675,59.9307,0.0820757,8.13329e-11,--,
30,,C6 ,,15:55:28,2026-03-20,2469,30,View,--,1.02153e+06,8.46181e+06,5,5,0,100,9.96147,25.0035,47.512,23,25,0,C6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,6,2026-Mar-20 15:12:34,6.41605,0.109298,3.83472e-07,12.8321,3.66226,57.0796,0.570796,260.63,1.04246,638.922,--,0.000876857,19319.2,0.574114,30.2187,244.848,8.08353,0.000819921,6,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887165,Aqueous,1,0.843086,1.68617,2.9183e-06,2.25805,38.57,0.325178,0.3857,43.8896,99.9981,100,--,
30,,C6 ,,15:55:28,2026-03-20,2469,30,View,--,1.02153e+06,8.46181e+06,5,5,0,100,9.96147,25.0035,47.512,23,25,0,C6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,6,2026-Mar-20 15:12:34,6.41605,0.109298,3.83472e-07,12.8321,3.66226,57.0796,0.570796,260.63,1.04246,638.922,--,0.000876857,19319.2,0.574114,30.2187,244.848,8.08353,0.000819921,6,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887165,Aqueous,2,31.8068,63.6136,7.73539e-08,11035,9.20656,2.92831,0.0920656,12.8415,9.82856e-05,1.90332e-11,--,
30,,C6 ,,15:55:28,2026-03-20,2469,30,View,--,1.02153e+06,8.46181e+06,5,5,0,100,9.96147,25.0035,47.512,23,25,0,C6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,6,2026-Mar-20 15:12:34,6.41605,0.109298,3.83472e-07,12.8321,3.66226,57.0796,0.570796,260.63,1.04246,638.922,--,0.000876857,19319.2,0.574114,30.2187,244.848,8.08353,0.000819921,6,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887165,Aqueous,3,235.022,470.045,1.04687e-08,1.18878e+06,10.4858,24.6441,0.104858,43.2689,0.00176702,9.25395e-13,--,
31,,C7 ,,15:56:37,2026-03-20,2538,31,View,--,894401,2.831e+06,5,5,0,100,9.96147,24.9959,21.0173,40,25,0,C7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,7,2026-Mar-20 15:12:34,1.16474,0.0749474,2.11196e-06,2.32948,0.66483,57.0796,0.570796,4.80997,1.01616,149.133,--,0.0180538,106400,0.335156,1.01257,725.599,716.263,0.00151118,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887319,Aqueous,1,0.609754,1.21951,4.03423e-06,1.058,44.574,0.271792,0.44574,54.1151,99.9978,100,--,
31,,C7 ,,15:56:37,2026-03-20,2538,31,View,--,894401,2.831e+06,5,5,0,100,9.96147,24.9959,21.0173,40,25,0,C7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,7,2026-Mar-20 15:12:34,1.16474,0.0749474,2.11196e-06,2.32948,0.66483,57.0796,0.570796,4.80997,1.01616,149.133,--,0.0180538,106400,0.335156,1.01257,725.599,716.263,0.00151118,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887319,Aqueous,2,11.289,22.5781,2.17901e-07,977.654,13.3517,1.50728,0.133517,4.95348,0.000417806,4.18687e-09,--,
31,,C7 ,,15:56:37,2026-03-20,2538,31,View,--,894401,2.831e+06,5,5,0,100,9.96147,24.9959,21.0173,40,25,0,C7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,7,2026-Mar-20 15:12:34,1.16474,0.0749474,2.11196e-06,2.32948,0.66483,57.0796,0.570796,4.80997,1.01616,149.133,--,0.0180538,106400,0.335156,1.01257,725.599,716.263,0.00151118,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887319,Aqueous,3,652.928,1305.86,3.76748e-09,1.29838e+07,21.9486,143.309,0.219486,40.9314,0.00176397,8.62096e-14,--,
32,,C8 ,,15:57:52,2026-03-20,2613,32,View,--,2.15722e+06,2.94863e+07,5,5,0,100,9.96147,24.989,88.2,62,25,0,C8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,8,2026-Mar-20 15:12:34,4349.64,0.0827395,5.65437e-10,8699.28,2482.76,57.0796,0.570796,1.09757e+09,1.02097,37.1709,--,1.83255e-06,28.4865,43.2457,8419.82,11710.9,1.38573,0.000521468,4,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887459,Aqueous,1,0.54755,1.0951,4.49172e-06,0.822514,2.28644,0.0125194,0.0228644,7.32602,99.1056,100,--,
32,,C8 ,,15:57:52,2026-03-20,2613,32,View,--,2.15722e+06,2.94863e+07,5,5,0,100,9.96147,24.989,88.2,62,25,0,C8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,8,2026-Mar-20 15:12:34,4349.64,0.0827395,5.65437e-10,8699.28,2482.76,57.0796,0.570796,1.09757e+09,1.02097,37.1709,--,1.83255e-06,28.4865,43.2457,8419.82,11710.9,1.38573,0.000521468,4,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887459,Aqueous,2,46.7327,93.4654,5.26279e-08,27149.2,3.98945,1.86438,0.0398945,10.1398,0.000464048,7.57894e-10,--,
32,,C8 ,,15:57:52,2026-03-20,2613,32,View,--,2.15722e+06,2.94863e+07,5,5,0,100,9.96147,24.989,88.2,62,25,0,C8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,8,2026-Mar-20 15:12:34,4349.64,0.0827395,5.65437e-10,8699.28,2482.76,57.0796,0.570796,1.09757e+09,1.02097,37.1709,--,1.83255e-06,28.4865,43.2457,8419.82,11710.9,1.38573,0.000521468,4,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887459,Aqueous,3,532.887,1065.77,4.61532e-09,8.0716e+06,2.84883,15.1811,0.0284883,3.02768,0.0017282,1.93482e-12,--,
32,,C8 ,,15:57:52,2026-03-20,2613,32,View,--,2.15722e+06,2.94863e+07,5,5,0,100,9.96147,24.989,88.2,62,25,0,C8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,8,2026-Mar-20 15:12:34,4349.64,0.0827395,5.65437e-10,8699.28,2482.76,57.0796,0.570796,1.09757e+09,1.02097,37.1709,--,1.83255e-06,28.4865,43.2457,8419.82,11710.9,1.38573,0.000521468,4,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887459,Aqueous,4,9686.58,19373.2,2.53902e-10,7.1453e+09,20.1482,1951.67,0.201482,79.5065,0.892201,1.8426e-13,--,
33,,C9 ,,15:59:06,2026-03-20,2687,33,View,--,717759,1.23072e+07,5,5,0,100,9.96147,24.9902,70.84,20,25,0,C9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,9,2026-Mar-20 15:12:34,4.28481,0.348779,5.74009e-07,8.56962,0.279062,6.51283,0.0651283,101.338,1.00091,0.315514,--,23072.4,5890.57,3.8017,3.9342,4.0667,0.0673593,0.000354569,2,1,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887436,Aqueous,1,4.10029,8.20059,5.99839e-07,91.4204,1.83758,0.075346,0.0183758,100,100,100,--,
34,,C10 ,,16:00:13,2026-03-20,2754,34,View,--,986332,6.26386e+06,5,5,0,100,9.96147,24.992,47.512,30,25,0,C10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,10,2026-Mar-20 15:12:34,51.4127,0.02032,4.7841e-08,102.825,29.3462,57.0796,0.570796,33942.3,1.0008,0.902051,--,0.00819095,2410.21,30.5187,41.5347,2214.92,52.5921,0.00049302,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887399,Aqueous,1,41.7204,83.4409,5.89551e-08,20819.5,20.6143,8.60037,0.206143,82.8764,6.57972,99.9964,--,
34,,C10 ,,16:00:13,2026-03-20,2754,34,View,--,986332,6.26386e+06,5,5,0,100,9.96147,24.992,47.512,30,25,0,C10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,10,2026-Mar-20 15:12:34,51.4127,0.02032,4.7841e-08,102.825,29.3462,57.0796,0.570796,33942.3,1.0008,0.902051,--,0.00819095,2410.21,30.5187,41.5347,2214.92,52.5921,0.00049302,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887399,Aqueous,2,3561.49,7122.98,6.90619e-10,6.87522e+08,97.0383,3456.01,0.970383,17.1236,93.4203,0.00361283,--,
35,,C11 ,,16:01:22,2026-03-20,2823,35,View,--,2.36069e+06,3.93446e+09,5,5,0,100,9.96147,24.9919,99.7,20,25,0,C11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,11,2026-Mar-20 15:12:34,0.384152,0.000725317,6.40276e-06,0.768303,0.219272,57.0796,0.570796,0.35892,1.00858,0.674929,--,0.0212545,322569,0.724148,0.780605,0.814737,0.11605,0.00021341,1,1,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.8874,Aqueous,1,0.806949,1.6139,3.04806e-06,2.03806,3.43312,0.0277035,0.0343312,100,100,100,--,
36,,C12 ,,16:02:32,2026-03-20,2893,36,View,--,1.0083e+06,1.44043e+07,5,5,0,100,9.96147,24.9878,93,100,25,0,C12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,12,2026-Mar-20 15:12:34,2.16828,0.233924,1.13424e-06,4.33657,0.862155,39.7621,0.397621,20.5884,1.01084,3.41276,--,33636,37037,1.3951,1.81666,2.5186,0.618442,0.000231469,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887484,Aqueous,1,1.87911,3.75821,1.30879e-06,14.7289,18.4255,0.346234,0.184255,91.889,99.9728,99.9999,--,
36,,C12 ,,16:02:32,2026-03-20,2893,36,View,--,1.0083e+06,1.44043e+07,5,5,0,100,9.96147,24.9878,93,100,25,0,C12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,12,2026-Mar-20 15:12:34,2.16828,0.233924,1.13424e-06,4.33657,0.862155,39.7621,0.397621,20.5884,1.01084,3.41276,--,33636,37037,1.3951,1.81666,2.5186,0.618442,0.000231469,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887484,Aqueous,2,10.1426,20.2852,2.42479e-07,760.966,6.31907,0.640917,0.0631907,3.3536,0.0200816,8.46484e-05,--,
36,,C12 ,,16:02:32,2026-03-20,2893,36,View,--,1.0083e+06,1.44043e+07,5,5,0,100,9.96147,24.9878,93,100,25,0,C12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,12,2026-Mar-20 15:12:34,2.16828,0.233924,1.13424e-06,4.33657,0.862155,39.7621,0.397621,20.5884,1.01084,3.41276,--,33636,37037,1.3951,1.81666,2.5186,0.618442,0.000231469,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887484,Aqueous,3,254.444,508.888,9.66563e-09,1.43148e+06,3.88102,9.87503,0.0388102,4.75743,0.00716427,1.70015e-09,--,
37,,D1 ,,16:03:46,2026-03-20,2967,37,View,--,1.54761e+06,7.49856e+06,5,5,0,100,9.96147,24.9994,60.3101,52,25,0,D1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,1,2026-Mar-20 15:12:34,19.674,0.209843,1.25044e-07,39.348,11.2298,57.0796,0.570796,3586.15,1.04688,791.248,--,0.000114097,6299.68,0.945547,51.374,202.718,3.92751,0.000361207,6,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887247,Aqueous,1,0.849307,1.69861,2.89662e-06,2.29723,29.8647,0.253643,0.298647,14.5006,99.7182,99.9998,--,
37,,D1 ,,16:03:46,2026-03-20,2967,37,View,--,1.54761e+06,7.49856e+06,5,5,0,100,9.96147,24.9994,60.3101,52,25,0,D1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,1,2026-Mar-20 15:12:34,19.674,0.209843,1.25044e-07,39.348,11.2298,57.0796,0.570796,3586.15,1.04688,791.248,--,0.000114097,6299.68,0.945547,51.374,202.718,3.92751,0.000361207,6,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887247,Aqueous,2,6.35336,12.7067,3.87215e-07,254.71,16.5046,1.0486,0.165046,25.4807,0.259493,0.000182084,--,
